update,seconds,steps,loss,policy_loss,value_loss,entropy
1,2.2866127490997314,32768,0.42901070912679035,0.3795004027585189,0.06660917478923996,3.492341488599777
2,1.6707799434661865,32768,0.2746867748598258,0.24489202598730722,0.031113260115186375,3.5496537188688913
3,1.663752555847168,32768,0.1511075453211864,0.1329080450038115,0.009819134487770498,3.532484461863836
4,1.7173995971679688,32768,0.04354190578063329,0.027893224886308115,0.003995330480393022,3.5697182615598044
5,1.6788034439086914,32768,0.019431084394454956,0.004827775420077766,0.0031396293779835105,3.6046789387861886
6,1.7023215293884277,32768,0.009219455493924519,-0.006320648244582117,0.0029956785535129407,3.598273903131485
7,1.7212023735046387,32768,0.01085577878014495,-0.004433780821273103,0.002932848311805477,3.603537599245707
8,1.7277731895446777,32768,0.00909122203787168,-0.006657848813726257,0.002751573182952901,3.594430456558863
9,1.7294397354125977,32768,0.002158821327611804,-0.01341697919027259,0.0028307197499088943,3.5588636696338654
10,1.733875036239624,32768,-0.001821908090884487,-0.017778860094646614,0.002747408017360916,3.5268080731232962
11,1.728543758392334,32768,-0.005419488530606031,-0.021697883494198322,0.0027423487917985767,3.4859083592891693
12,1.7278897762298584,32768,-0.003919242260356744,-0.02054142897638182,0.0030522621236741543,3.4615866243839264
13,1.7179124355316162,32768,-0.005706128121043245,-0.02300063567236066,0.003309325130733972,3.435748815536499
14,1.720355749130249,32768,-0.0025373796621958413,-0.019662667919571202,0.0035531761629196503,3.3839856684207916
15,1.7213537693023682,32768,-5.616255414982637e-05,-0.017661661802170176,0.0036607583751901984,3.3813095490137735
16,1.7176182270050049,32768,-0.0025928763207048178,-0.020011634100228548,0.0035188939364161342,3.340128938357035
17,1.7150897979736328,32768,-0.0017838357016444206,-0.018910208872208994,0.003609839089525243,3.314133365948995
18,1.7100131511688232,32768,-0.00037182091424862546,-0.01756117931411912,0.003796433418756351,3.310905545949936
19,1.7102439403533936,32768,-0.004413784248754382,-0.021409604620809358,0.0030088172546432665,3.3168622851371765
20,1.7111399173736572,32768,-0.005252030057211717,-0.022265172641103465,0.002817150738943989,3.3089030385017395
21,1.7104792594909668,32768,-0.0034405678355445466,-0.020458113169297576,0.0029099497187417,3.2764914631843567
22,1.7134878635406494,32768,-0.007908320364852747,-0.02383680532996853,0.0025420929790319255,3.233067125082016
23,1.7068524360656738,32768,-0.007065140797446172,-0.023523700268318255,0.002301223032797376,3.270176112651825
24,1.7118453979492188,32768,-0.0010644943298151095,-0.017431652173399925,0.0029526199505198747,3.2576709489027658
25,1.708970308303833,32768,-0.005703028912345569,-0.022394599625840783,0.0022959376025634506,3.2213940918445587
26,1.7085556983947754,32768,-0.003068483667448163,-0.019592739020784695,0.0024211266233275333,3.2143827080726624
27,1.7110595703125,32768,-0.0019929698513199887,-0.017982428583006065,0.0024072326777968556,3.2021939853827157
28,1.7078700065612793,32768,-0.005930272319043676,-0.021542921429499984,0.0018668051876981433,3.2235805491606393
29,1.7073841094970703,32768,0.0009545163872341315,-0.015001676782655219,0.0025529701670166105,3.2374468048413596
30,1.7134289741516113,32768,5.263051328559717e-05,-0.015082623615550498,0.0026289807671370604,3.1832585434118905
31,1.705742359161377,32768,-0.0017090217831234138,-0.016444359129915636,0.0021292275050655007,3.16594867904981
32,1.7035834789276123,32768,0.0009063925438870987,-0.014217141744059822,0.002266980455412219,3.198100666205088
33,1.7075159549713135,32768,-0.0005600347649306059,-0.016000698087736964,0.0017969607433769852,3.1917571524779
34,1.703077793121338,32768,-0.000708065073316296,-0.016333242684292298,0.0015377852687379345,3.172167181968689
35,1.7043945789337158,32768,-2.90404229114453e-05,-0.013832462835125625,0.0018248436875486125,3.138404538234075
36,1.7035319805145264,32768,0.0018644582790633042,-0.013393296937768659,0.0018017696468935658,3.204652637243271
37,1.7076761722564697,32768,0.0003368883238484462,-0.013795370740505556,0.001746680694244181,3.169263889392217
38,1.703963279724121,32768,0.0025363718159496784,-0.011633224164446196,0.0017623177506417658,3.171829104423523
39,1.733553171157837,32768,0.0021046566932151714,-0.011899409427617988,0.0015902747788156073,3.139788190523783
40,1.7090706825256348,32768,0.0076937357274194556,-0.006674154215337087,0.002338259446939143,3.1745742857456207
41,1.7298805713653564,32768,0.002432693261653185,-0.01137009336768339,0.0015203829437571887,3.153032958507538
42,1.7100021839141846,32768,0.0076727614893267555,-0.006450266305667658,0.0021597638454598687,3.1508741676807404
43,1.7037813663482666,32768,0.0038574562252809605,-0.010248032941793403,0.0013317975875300665,3.1660983860492706
44,1.7071213722229004,32768,0.005133539399442573,-0.007811335400522997,0.0019914635825747005,3.1193487644195557
45,1.711359977722168,32768,0.004593041570236285,-0.009371091223632297,0.001417376190753809,3.1828174193700156
46,1.704439640045166,32768,0.009290046679476896,-0.004646582703571767,0.0022799393045715988,3.182745575904846
