update,seconds,steps,loss,policy_loss,value_loss,entropy
1,4.895071983337402,8192,0.9212580422560374,0.7708037793636322,0.24076246842741966,2.66796875
2,0.6005966663360596,8192,0.4656844238440196,0.41379955410957336,0.08304252910117309,2.6728515625
3,0.5990705490112305,8192,0.1306215040385723,0.11624162644147873,0.0173513008436809,2.6847330729166665
4,0.5956103801727295,8192,-0.02616528933867812,-0.037809445367505155,0.013591017962122956,2.68359375
5,0.5970890522003174,8192,0.00311933442329367,-0.0057883752742782235,0.008398053042280177,2.6751302083333335
6,0.5877299308776855,8192,0.0016151992604136467,-0.007177782089759906,0.011667292953158418,2.6638997395833335
7,0.5845623016357422,8192,0.012351199130838117,0.006931225846831997,0.007663588893289368,2.6453450520833335
8,0.5909984111785889,8192,-0.009469056967645884,-0.01651893005085488,0.011952037379766503,2.6064453125
9,0.5932645797729492,8192,0.004990188249697288,-0.0015740186111846317,0.01295815563450257,2.5690104166666665
10,0.595829963684082,8192,0.003431994002312422,0.0003824371669907123,0.0070557168607289595,2.5304361979166665
11,0.5982460975646973,8192,-0.0017290540660421054,-0.006097037936948861,0.01089972824168702,2.4705403645833335
12,0.5930535793304443,8192,0.009025123668834567,0.005088450571444507,0.012577019787083069,2.4401041666666665
13,0.5900907516479492,8192,0.022966152367492516,0.019269254291430116,0.011884956581828495,2.3831380208333335
14,0.5903470516204834,8192,-0.0073823655645052595,-0.008314002382879456,0.00782010704278946,2.3551432291666665
15,0.5948004722595215,8192,0.0039713268633931875,0.0008616862275327245,0.011908613688622912,2.3076171875
16,0.6077578067779541,8192,-0.016141511189440887,-0.019877979376663763,0.01399400387890637,2.2766927083333335
17,0.6044185161590576,8192,0.0001326842854420344,-0.0030157563887769356,0.013421070606758198,2.2384440104166665
18,0.6196277141571045,8192,0.014282048835108677,0.008809384734680256,0.017912487344195444,2.1837565104166665
19,0.6017069816589355,8192,0.015661653752128284,0.012009829787227014,0.01426145969890058,2.1529947916666665
20,0.6061639785766602,8192,-0.0020015045690039792,-0.005864146844639133,0.01518711851288875,2.0916341145833335
21,0.5983679294586182,8192,-0.0030169078769783178,-0.007253781232672433,0.015342053025960922,2.0467122395833335
22,0.5985159873962402,8192,0.004612140978376071,0.001357541128527373,0.012868313351646066,1.9913736979166667
23,0.5945100784301758,8192,0.005898376538728674,0.002935100307998558,0.013292141258716583,2.0198567708333335
24,0.5823304653167725,8192,-0.0014057232377429802,-0.009590902588873481,0.023179808476318915,1.9798990885416667
25,0.5799551010131836,8192,0.0006588881369680166,-0.004178198360023089,0.016843062204619248,1.9856770833333333
26,0.5836083889007568,8192,-0.0014772129555543263,-0.010672827096035084,0.025635278473297756,1.9464518229166667
27,0.5834751129150391,8192,0.016710436592499416,0.008583476019945616,0.023231323808431625,1.94287109375
28,0.5731003284454346,8192,0.032508163092037044,0.026256421736131113,0.019098032809173066,1.8902994791666667
29,0.5757186412811279,8192,0.021793254806349676,0.016444530648489792,0.01754382501045863,1.8648274739583333
30,0.5727791786193848,8192,0.004290490721662839,-0.004455814293275277,0.024056207699080307,1.838623046875
31,0.5731916427612305,8192,0.005893531333034237,-0.0029943746097463495,0.023875165730714798,1.7854817708333333
32,0.5958652496337891,8192,0.020129312993958592,0.00471525639295578,0.035856472017864384,1.7574055989583333
33,0.5924804210662842,8192,0.03148946585133672,0.02262660612662633,0.022623083864649136,1.7255045572916667
34,0.5818305015563965,8192,0.00018666374186674753,-0.014883921248838305,0.03416499029844999,1.677734375
35,0.5751743316650391,8192,-0.006984110611180465,-0.022527198772877455,0.035302409902215004,1.6857096354166667
36,0.563866376876831,8192,0.011069518513977528,-0.006617655686568469,0.03865946736186743,1.61376953125
37,0.5681970119476318,8192,0.022764855762943625,0.006107969209551811,0.036431483613948025,1.6060384114583333
38,0.5881099700927734,8192,0.0306618867131571,0.013447651911216477,0.03815673105418682,1.5994466145833333
39,0.565222978591919,8192,0.0188690935416768,0.004108745837584138,0.03304694717129072,1.6012369791666667
40,0.5610339641571045,8192,0.007777511840686202,-0.013183904307273528,0.04536198700467745,1.569580078125
41,0.5780317783355713,8192,0.02147988067008555,0.0007120436736537764,0.04500519763678312,1.554443359375
42,0.5707671642303467,8192,0.007537470431998372,-0.012252242959220894,0.0418779623384277,1.486328125
43,0.5661790370941162,8192,0.014999681385233998,-0.006244903081096709,0.0447970445578297,1.5044759114583333
44,0.5632891654968262,8192,0.02134489982078473,-0.005135510795904945,0.054585195456941925,1.4591471354166667
45,0.5613584518432617,8192,0.024972282194842894,0.004199007370819648,0.04365978576242924,1.46142578125
