update,seconds,steps,loss,policy_loss,value_loss,entropy
67,0.5093894004821777,8192,0.21249488120277724,0.048615286902834974,0.31758202612400055,0.6862386067708334
68,0.5107161998748779,8192,0.12849612223605314,-0.03901523514650762,0.32551710059245426,0.6782633463541666
69,0.5104372501373291,8192,0.12854773737490177,-0.03446434515838822,0.31650161494811374,0.6866861979166666
70,0.5125429630279541,8192,0.12842059632142386,-0.03643858494857947,0.3199767495195071,0.6713460286458334
71,0.5392358303070068,8192,0.14566472545266151,-0.02322824435153355,0.3277709558606148,0.6793212890625
72,0.5174047946929932,8192,0.15461710840463638,-0.008622098132036626,0.31684736907482147,0.6762288411458334
73,0.5153565406799316,8192,0.1163301474104325,-0.04820749474068483,0.3195294613639514,0.6693929036458334
74,0.515103816986084,8192,0.14609681131939092,-0.02442987565882504,0.33147671818733215,0.6538492838541666
75,0.5147244930267334,8192,0.14181854327519736,-0.02558027037108938,0.3250027522444725,0.6584065755208334
76,0.5090644359588623,8192,0.18138352036476135,0.015354350209236145,0.32221799343824387,0.6533203125
77,0.5154571533203125,8192,0.15101224618653455,-0.013502010454734167,0.31863901019096375,0.6475830078125
78,0.5214877128601074,8192,0.13992616534233093,-0.028581099778724212,0.32666616638501483,0.6430257161458334
79,0.5112650394439697,8192,0.20725738257169724,0.039220896239082016,0.3258457730213801,0.6339518229166666
80,0.5081937313079834,8192,0.1373758502304554,-0.028188585691774886,0.3205498407284419,0.6405436197916666
81,0.5063669681549072,8192,0.15760752807060877,-0.012075736265008649,0.3293698926766713,0.635009765625
82,0.5081870555877686,8192,0.14109918288886547,-0.026613335862445336,0.3249100521206856,0.6325276692708334
83,0.5080702304840088,8192,0.1266030501574278,-0.03873198262105385,0.32058392465114594,0.6350504557291666
84,0.5170705318450928,8192,0.14580865080157915,-0.0221427739597857,0.326362503071626,0.6424560546875
85,0.5264863967895508,8192,0.14198115654289722,-0.021677003319685657,0.31757161021232605,0.633544921875
86,0.5172269344329834,8192,0.15533130740125975,-0.010037851248246929,0.32098913937807083,0.6371256510416666
87,0.5103116035461426,8192,0.15216400288045406,-0.012959124103266126,0.320151853064696,0.6203206380208334
88,0.5171446800231934,8192,0.18707875286539397,0.02340854863480975,0.3166136716802915,0.6265462239583334
89,0.5052437782287598,8192,0.10162240142623584,-0.06395934832592805,0.321083202958107,0.6331787109375
90,0.5092282295227051,8192,0.0919500794261694,-0.07222201799352963,0.3184749161203702,0.6138509114583334
91,0.5074889659881592,8192,0.1615134353439013,-0.0027007278986275196,0.3175183907151222,0.6308186848958334
92,0.5083110332489014,8192,0.20590779185295105,0.038561252101014055,0.3244826967517535,0.6121012369791666
93,0.5078933238983154,8192,0.058501699628929295,-0.10234247458477815,0.31171514093875885,0.61767578125
94,0.5094132423400879,8192,0.15538468770682812,-0.009922703495249152,0.32035476466019946,0.6169026692708334
95,0.5070481300354004,8192,0.15208216632405916,-0.012174368525544802,0.31834209710359573,0.6155598958333334
96,0.5047199726104736,8192,0.18236841385563216,0.01864876241112749,0.3172155941526095,0.6122233072916666
97,0.5078542232513428,8192,0.16842972238858542,0.0014541171258315444,0.32386350135008496,0.6224772135416666
98,0.508354663848877,8192,0.18675520767768225,0.017911694943904877,0.32710787653923035,0.6131591796875
99,0.5058572292327881,8192,0.13582179447015127,-0.026208108368640144,0.31406459709008533,0.6134033203125
100,0.5089354515075684,8192,0.115614319841067,-0.043978262382249035,0.3087998951474826,0.6000162760416666
101,0.5067331790924072,8192,0.13747540240486464,-0.023396037907029193,0.3114752893646558,0.6023356119791666
102,0.5036473274230957,8192,0.14817671539882818,-0.012974254282501837,0.31177271405855816,0.6040445963541666
103,0.5068328380584717,8192,0.15886111309130987,-0.005738739574250455,0.31931867947181064,0.6088460286458334
104,0.5114932060241699,8192,0.2246959221859773,0.059234596944103636,0.32098637769619626,0.6165364583333334
105,0.522050142288208,8192,0.17860733220974603,0.013958570023532957,0.31906648228565854,0.59228515625
106,0.5090816020965576,8192,0.0972999669611454,-0.06199673439065615,0.30853014439344406,0.60205078125
107,0.5134868621826172,8192,0.2030453197658062,0.0371278557771196,0.3214217002193133,0.6066080729166666
108,0.5169439315795898,8192,0.20938841998577118,0.04634079057723284,0.3153826991717021,0.5948486328125
109,0.5135233402252197,8192,0.1456625753392776,-0.01826792419888079,0.3173953791459401,0.59130859375
110,0.5208032131195068,8192,0.13108069201310477,-0.030933382319441687,0.31346236914396286,0.6059163411458334
111,0.5167601108551025,8192,0.140507152924935,-0.018915895683070023,0.30853521078824997,0.591796875
112,0.5243277549743652,8192,0.1627392570177714,0.001924163739507397,0.31152403354644775,0.5963541666666666
113,0.5115447044372559,8192,0.1570831829061111,-0.0008962395174118379,0.3055675948659579,0.5922037760416666
114,0.5072498321533203,8192,0.23150837297240892,0.0681031330799063,0.31625010321537655,0.5914306640625
115,0.5052926540374756,8192,0.10683071861664455,-0.048178865108639,0.3001747230688731,0.6018473307291666
116,0.5043022632598877,8192,0.10622968524694443,-0.053898334968835115,0.310048205157121,0.5941162109375
117,0.5067386627197266,8192,0.12333044782280922,-0.035113887783760823,0.3068589394291242,0.5813802083333334
118,0.506103515625,8192,0.2482229433953762,0.0841298404460152,0.3186003888646762,0.5843912760416666
119,0.5050618648529053,8192,0.1949194905658563,0.03469659873129179,0.31046189616123837,0.5879313151041666
120,0.5042617321014404,8192,0.09490058943629265,-0.0613539299617211,0.30250723163286847,0.5745035807291666
121,0.5034067630767822,8192,0.14098653756082058,-0.01588428581211095,0.3033258070548375,0.5812581380208334
122,0.5035240650177002,8192,0.1475617904216051,-0.008024823813078305,0.3008406882484754,0.5864664713541666
123,0.5054779052734375,8192,0.19674034044146538,0.03592440967137615,0.3113494763771693,0.5830485026041666
124,0.5034167766571045,8192,0.13508080194393793,-0.019342747943786282,0.2987176800767581,0.574951171875
125,0.506319522857666,8192,0.17981408163905144,0.021589619612010818,0.30657235781351727,0.5764973958333334
126,0.5045230388641357,8192,0.1198140246172746,-0.033931971372415624,0.2974482278029124,0.5775553385416666
127,0.505162239074707,8192,0.1437265103061994,-0.012682056287303567,0.3025631979107857,0.5875651041666666
128,0.5061454772949219,8192,0.14068206399679184,-0.016206413429851334,0.3036078487833341,0.5785725911458334
129,0.5033364295959473,8192,0.122825613245368,-0.03227029896030823,0.30016567061344784,0.5759684244791666
130,0.5056924819946289,8192,0.19080627461274466,0.03348247784500321,0.3039817089835803,0.5726318359375
131,0.5047345161437988,8192,0.20640384033322334,0.04512581896657745,0.31264793624480564,0.5718180338541666
132,0.5047521591186523,8192,0.13112435676157475,-0.0260150961112231,0.30433596422274906,0.576171875
133,0.5053267478942871,8192,0.14368325906495252,-0.012748120488443723,0.30214542895555496,0.5724283854166666
134,0.5048575401306152,8192,0.12722418581446013,-0.02422023640247062,0.2929079706470172,0.566162109375
135,0.5042538642883301,8192,0.1260985154658556,-0.02508869410182039,0.29260221123695374,0.5725504557291666
136,0.5053079128265381,8192,0.1629770720998446,0.005524264648556709,0.30462723473707837,0.5552571614583334
137,0.5040833950042725,8192,0.17654084414243698,0.019549587935519714,0.30321776618560153,0.5600179036458334
138,0.5031759738922119,8192,0.12032852942744891,-0.03382476900393764,0.2985676974058151,0.5627848307291666
139,0.5056767463684082,8192,0.21541663259267807,0.05409211882700523,0.31222205112377804,0.5587565104166666
140,0.5053575038909912,8192,0.08068848463396232,-0.07001595602681239,0.2913486709197362,0.5490315755208334
141,0.5051043033599854,8192,0.1562591294447581,0.002118802183152487,0.29795679946740466,0.5638020833333334
142,0.5038502216339111,8192,0.15579614539941153,0.00295509035155798,0.2955434148510297,0.5620930989583334
143,0.50419020652771,8192,0.1394611398379008,-0.013018015655688941,0.2951194370786349,0.5668538411458334
144,0.5029363632202148,8192,0.1548918535312017,-0.0007639407025029262,0.30063887933890027,0.5579427083333334
145,0.5030224323272705,8192,0.17329239596923193,0.015418638746875027,0.3056185245513916,0.5731201171875
146,0.5042352676391602,8192,0.16750897591312727,0.013395155547186732,0.2978282794356346,0.5627848307291666
147,0.5036935806274414,8192,0.12010213173925877,-0.031228378570328157,0.29240285108486813,0.5693359375
148,0.5023684501647949,8192,0.11938432541986306,-0.03158984527302285,0.29198503245910007,0.5586344401041666
149,0.5045890808105469,8192,0.17471575364470482,0.020260219656241436,0.2987810969352722,0.5634358723958334
150,0.503115177154541,8192,0.13323797720173994,-0.02106981708978613,0.29802340020736057,0.5595703125
151,0.5043327808380127,8192,0.12015921746691068,-0.028044291073456407,0.28637028733889264,0.5561930338541666
152,0.5054283142089844,8192,0.19476159289479256,0.037614623472715415,0.3044067670901616,0.5557454427083334
153,0.5024135112762451,8192,0.1028946762283643,-0.04533908710194131,0.286271832883358,0.5614420572916666
154,0.5056698322296143,8192,0.1459342042605082,-0.007483376345286767,0.2963612377643585,0.5619303385416666
155,0.5024588108062744,8192,0.13920108725627264,-0.01412469008937478,0.29654035220543545,0.5673828125
156,0.5027952194213867,8192,0.14587052476902804,-0.003426933467077712,0.2888540104031563,0.55517578125
157,0.5043659210205078,8192,0.2181968204677105,0.06102280489479502,0.3042216921846072,0.56396484375
158,0.5001602172851562,8192,0.08712699140111606,-0.06140586547553539,0.2867235690355301,0.5660807291666666
159,0.5024318695068359,8192,0.166560310870409,0.01153561674679319,0.2996453841527303,0.5488688151041666
160,0.503183126449585,8192,0.09200119537611802,-0.05159541250516971,0.2773289531469345,0.5563151041666666
161,0.5059652328491211,8192,0.19787758712967238,0.043045931650946535,0.29906615366538364,0.5613199869791666
162,0.5028293132781982,8192,0.1617441289126873,0.009275960270315409,0.294875368475914,0.5549723307291666
163,0.5035743713378906,8192,0.14562897694607577,-0.0036799603452285132,0.28844601412614185,0.5619710286458334
164,0.5018248558044434,8192,0.12618929333984852,-0.022733161691576242,0.28749586393435794,0.5538736979166666
165,0.5026473999023438,8192,0.1567550984521707,0.004103401287769278,0.29512350757916767,0.5614827473958334
166,0.5039682388305664,8192,0.16431200504302979,0.013695969750794271,0.29124656567970914,0.5414225260416666
167,0.5028715133666992,8192,0.05581642438968023,-0.08740451745688915,0.2764895384510358,0.5519205729166666
168,0.5029187202453613,8192,0.23884104813138643,0.08347743935883045,0.30039139340321225,0.551025390625
169,0.5041217803955078,8192,0.15798439333836237,0.006182474549859762,0.293679100771745,0.545166015625
170,0.5009863376617432,8192,0.14092729116479555,-0.01096519990824163,0.29346882551908493,0.546630859375
171,0.5097925662994385,8192,0.08845432102680206,-0.057698318269103765,0.28219080964724225,0.543701171875
172,0.5016398429870605,8192,0.14823209991057715,0.0024938960753691695,0.28119727472464245,0.5410970052083334
173,0.5025346279144287,8192,0.15857199455300966,0.009310164799292883,0.2884613325198491,0.5463460286458334
174,0.5031445026397705,8192,0.16317407290140787,0.013215415257339677,0.289348008732001,0.5367024739583334
175,0.5005125999450684,8192,0.13774361088871956,-0.007562273220779995,0.279806025326252,0.5450846354166666
176,0.503887414932251,8192,0.13877230572203794,-0.011389121102790037,0.28974859168132144,0.5405680338541666
177,0.5031814575195312,8192,0.13411167884866396,-0.010285187745466828,0.27863959223032,0.54248046875
178,0.5022399425506592,8192,0.14707700659831366,-0.0005575536051765084,0.2848965848485629,0.5430908203125
179,0.5048177242279053,8192,0.16719469303886095,0.018882398881639045,0.28637723873058957,0.5451253255208334
180,0.503190279006958,8192,0.1192322572072347,-0.02841005373435716,0.2848214680949847,0.5504964192708334
181,0.5016167163848877,8192,0.18929691736896834,0.0366644577200835,0.29482439160346985,0.5543212890625
182,0.5017836093902588,8192,0.1268902731438478,-0.01993515125165383,0.2834058776497841,0.5574137369791666
183,0.5059685707092285,8192,0.16983961562315622,0.018443738692440093,0.2925100897749265,0.5454508463541666
184,0.5024385452270508,8192,0.15297689537207285,-0.0005621385062113404,0.2964650069673856,0.5535888671875
185,0.5025591850280762,8192,0.15372581779956818,0.004892382305115461,0.2873336151242256,0.5401204427083334
186,0.5027205944061279,8192,0.09955551878859599,-0.04473644665752848,0.278421310087045,0.551513671875
187,0.5030531883239746,8192,0.1515464223921299,0.002032797628392776,0.2888120611508687,0.5522867838541666
188,0.5037415027618408,8192,0.1666526384651661,0.017041596409399062,0.28939730177323025,0.5465494791666666
189,0.5025033950805664,8192,0.1615340237816175,0.010269632174943885,0.2920544644196828,0.5513509114583334
190,0.5186653137207031,8192,0.16540036474665007,0.015113398937198022,0.28974952548742294,0.5415852864583334
191,0.502800703048706,8192,0.15113495290279388,0.0007513546152040362,0.29059477398792904,0.5455322265625
192,0.5016958713531494,8192,0.1308367190261682,-0.015939804764154058,0.28296810885270435,0.552490234375
193,0.5030529499053955,8192,0.11502193162838618,-0.029059697757475078,0.2780252347389857,0.5496012369791666
194,0.5033621788024902,8192,0.10035317204892635,-0.044365845154970884,0.27912594626347226,0.5345458984375
195,0.5010883808135986,8192,0.09661116947730382,-0.04566913307644427,0.2745251730084419,0.541015625
196,0.5107417106628418,8192,0.14250017950932184,-0.008775637000023076,0.29182876149813336,0.548095703125
197,0.5038375854492188,8192,0.1515862693389257,-0.0006429978723948201,0.29424220075209934,0.5401611328125
198,0.505469799041748,8192,0.19381411746144295,0.037080154909441866,0.3029468779762586,0.5430908203125
199,0.5151469707489014,8192,0.14424840609232584,-0.004888660643094529,0.2880941703915596,0.5555013020833334
200,0.5056757926940918,8192,0.1194251316289107,-0.02392798087870081,0.2766027624408404,0.549560546875
